date,uniquekey,Complaint Type
1/16/2020,62,Noise - Commercial
1/15/2020,1,Noise - House of Worship
1/15/2020,141,Noise
1/15/2020,26,Noise - Helicopter
1/15/2020,154,Noise - Street/Sidewalk
1/15/2020,4,Noise - Park
1/15/2020,71,Noise - Commercial
1/15/2020,80,Noise - Vehicle
1/15/2020,439,Noise - Residential
1/14/2020,9,Noise - Helicopter
1/14/2020,145,Noise
1/14/2020,82,Noise - Street/Sidewalk
1/14/2020,1,Noise - Park
1/14/2020,74,Noise - Commercial
1/14/2020,423,Noise - Residential
1/14/2020,74,Noise - Vehicle
1/13/2020,88,Noise - Vehicle
1/13/2020,483,Noise - Residential
1/13/2020,1,Noise - Park
1/13/2020,126,Noise
1/13/2020,10,Noise - Helicopter
1/13/2020,72,Noise - Street/Sidewalk
1/13/2020,78,Noise - Commercial
1/12/2020,970,Noise - Residential
1/12/2020,148,Noise - Vehicle
1/12/2020,95,Noise
1/12/2020,28,Noise - Helicopter
1/12/2020,257,Noise - Street/Sidewalk
1/12/2020,5,Noise - Park
1/12/2020,181,Noise - Commercial
1/12/2020,1,Noise - House of Worship
1/11/2020,3,Noise - House of Worship
1/11/2020,198,Noise - Commercial
1/11/2020,7,Noise - Park
1/11/2020,296,Noise - Street/Sidewalk
1/11/2020,155,Noise
1/11/2020,20,Noise - Helicopter
1/11/2020,142,Noise - Vehicle
1/11/2020,1043,Noise - Residential
1/10/2020,114,Noise - Commercial
1/10/2020,135,Noise
1/10/2020,33,Noise - Helicopter
1/10/2020,109,Noise - Street/Sidewalk
1/10/2020,4,Noise - Park
1/10/2020,482,Noise - Residential
1/10/2020,135,Noise - Vehicle
1/9/2020,94,Noise - Commercial
1/9/2020,112,Noise
1/9/2020,47,Noise - Helicopter
1/9/2020,45,Noise - Street/Sidewalk
1/9/2020,1,Noise - Park
1/9/2020,478,Noise - Residential
1/9/2020,82,Noise - Vehicle
1/8/2020,27,Noise - Helicopter
1/8/2020,115,Noise
1/8/2020,42,Noise - Street/Sidewalk
1/8/2020,52,Noise - Commercial
1/8/2020,77,Noise - Vehicle
1/8/2020,367,Noise - Residential
1/7/2020,2,Noise - House of Worship
1/7/2020,121,Noise
1/7/2020,18,Noise - Helicopter
1/7/2020,55,Noise - Street/Sidewalk
1/7/2020,2,Noise - Park
1/7/2020,68,Noise - Commercial
1/7/2020,67,Noise - Vehicle
1/7/2020,419,Noise - Residential
1/6/2020,66,Noise - Commercial
1/6/2020,7,Noise - Helicopter
1/6/2020,114,Noise
1/6/2020,61,Noise - Street/Sidewalk
1/6/2020,1,Noise - Park
1/6/2020,505,Noise - Residential
1/6/2020,70,Noise - Vehicle
1/5/2020,848,Noise - Residential
1/5/2020,98,Noise - Vehicle
1/5/2020,148,Noise - Commercial
1/5/2020,2,Noise - Park
1/5/2020,78,Noise - Street/Sidewalk
1/5/2020,77,Noise
1/5/2020,52,Noise - Helicopter
1/5/2020,2,Noise - House of Worship
1/4/2020,747,Noise - Residential
1/4/2020,81,Noise - Vehicle
1/4/2020,153,Noise - Commercial
1/4/2020,1,Noise - Park
1/4/2020,137,Noise - Street/Sidewalk
1/4/2020,137,Noise
1/4/2020,2,Noise - Helicopter
1/4/2020,1,Noise - House of Worship
1/3/2020,1,Noise - Park
1/3/2020,80,Noise - Street/Sidewalk
1/3/2020,3,Noise - Helicopter
1/3/2020,106,Noise
1/3/2020,103,Noise - Commercial
1/3/2020,2,Noise - House of Worship
1/3/2020,594,Noise - Residential
1/3/2020,92,Noise - Vehicle
1/2/2020,98,Noise - Vehicle
1/2/2020,427,Noise - Residential
1/2/2020,1,Noise - House of Worship
1/2/2020,2,Noise - Park
1/2/2020,68,Noise - Helicopter
1/2/2020,119,Noise
1/2/2020,109,Noise - Street/Sidewalk
1/2/2020,49,Noise - Commercial
1/1/2020,41,Noise
1/1/2020,71,Noise - Helicopter
1/1/2020,149,Noise - Street/Sidewalk
1/1/2020,3,Noise - Park
1/1/2020,118,Noise - Commercial
1/1/2020,1166,Noise - Residential
1/1/2020,75,Noise - Vehicle
12/31/2019,71,Noise - Vehicle
12/31/2019,689,Noise - Residential
12/31/2019,2,Noise - House of Worship
12/31/2019,60,Noise - Commercial
12/31/2019,50,Noise - Helicopter
12/31/2019,68,Noise
12/31/2019,92,Noise - Street/Sidewalk
12/30/2019,573,Noise - Residential
12/30/2019,62,Noise - Vehicle
12/30/2019,45,Noise - Street/Sidewalk
12/30/2019,81,Noise
12/30/2019,58,Noise - Commercial
12/29/2019,794,Noise - Residential
12/29/2019,75,Noise - Vehicle
12/29/2019,114,Noise - Street/Sidewalk
12/29/2019,62,Noise
12/29/2019,25,Noise - Helicopter
12/29/2019,145,Noise - Commercial
12/29/2019,2,Noise - House of Worship
12/28/2019,3,Noise - House of Worship
12/28/2019,135,Noise - Street/Sidewalk
12/28/2019,45,Noise - Helicopter
12/28/2019,109,Noise
12/28/2019,2,Noise - Park
12/28/2019,134,Noise - Commercial
12/28/2019,84,Noise - Vehicle
12/28/2019,803,Noise - Residential
12/27/2019,79,Noise - Vehicle
12/27/2019,589,Noise - Residential
12/27/2019,1,Noise - House of Worship
12/27/2019,98,Noise - Street/Sidewalk
12/27/2019,32,Noise - Helicopter
12/27/2019,79,Noise
12/27/2019,2,Noise - Park
12/27/2019,71,Noise - Commercial
12/26/2019,498,Noise - Residential
12/26/2019,82,Noise - Vehicle
12/26/2019,1,Noise - Park
12/26/2019,22,Noise - Helicopter
12/26/2019,64,Noise
12/26/2019,68,Noise - Street/Sidewalk
12/26/2019,58,Noise - Commercial
12/25/2019,118,Noise - Street/Sidewalk
12/25/2019,24,Noise - Helicopter
12/25/2019,27,Noise
12/25/2019,2,Noise - Park
12/25/2019,42,Noise - Commercial
12/25/2019,1,Noise - House of Worship
12/25/2019,1002,Noise - Residential
12/25/2019,63,Noise - Vehicle
12/24/2019,749,Noise - Residential
12/24/2019,73,Noise - Vehicle
12/24/2019,2,Noise - Park
12/24/2019,80,Noise - Street/Sidewalk
12/24/2019,39,Noise - Helicopter
12/24/2019,70,Noise
12/24/2019,58,Noise - Commercial
12/24/2019,1,Noise - House of Worship
12/23/2019,94,Noise - Vehicle
12/23/2019,492,Noise - Residential
12/23/2019,1,Noise - House of Worship
12/23/2019,40,Noise - Commercial
12/23/2019,1,Noise - Park
12/23/2019,96,Noise
12/23/2019,33,Noise - Helicopter
12/23/2019,111,Noise - Street/Sidewalk
12/22/2019,71,Noise - Vehicle
12/22/2019,870,Noise - Residential
12/22/2019,5,Noise - House of Worship
12/22/2019,118,Noise - Commercial
12/22/2019,173,Noise - Street/Sidewalk
12/22/2019,33,Noise - Helicopter
12/22/2019,69,Noise
12/22/2019,2,Noise - Park
12/21/2019,131,Noise - Commercial
12/21/2019,2,Noise - Park
12/21/2019,21,Noise - Helicopter
12/21/2019,119,Noise
12/21/2019,95,Noise - Street/Sidewalk
12/21/2019,76,Noise - Vehicle
12/21/2019,901,Noise - Residential
12/20/2019,542,Noise - Residential
12/20/2019,68,Noise - Vehicle
12/20/2019,40,Noise - Helicopter
12/20/2019,88,Noise
12/20/2019,56,Noise - Street/Sidewalk
12/20/2019,3,Noise - Park
12/20/2019,132,Noise - Commercial
12/19/2019,59,Noise - Vehicle
12/19/2019,407,Noise - Residential
12/19/2019,86,Noise - Commercial
12/19/2019,1,Noise - Park
12/19/2019,25,Noise - Street/Sidewalk
12/19/2019,27,Noise - Helicopter
12/19/2019,107,Noise
12/18/2019,3,Noise - House of Worship
12/18/2019,1,Noise - Park
12/18/2019,112,Noise
12/18/2019,20,Noise - Helicopter
12/18/2019,54,Noise - Street/Sidewalk
12/18/2019,61,Noise - Commercial
12/18/2019,68,Noise - Vehicle
12/18/2019,436,Noise - Residential
12/17/2019,44,Noise - Commercial
12/17/2019,87,Noise
12/17/2019,2,Noise - Helicopter
12/17/2019,63,Noise - Street/Sidewalk
12/17/2019,1,Noise - Park
12/17/2019,442,Noise - Residential
12/17/2019,80,Noise - Vehicle
12/16/2019,59,Noise - Vehicle
12/16/2019,429,Noise - Residential
12/16/2019,2,Noise - Park
12/16/2019,141,Noise
12/16/2019,17,Noise - Helicopter
12/16/2019,93,Noise - Street/Sidewalk
12/16/2019,64,Noise - Commercial
12/15/2019,155,Noise - Commercial
12/15/2019,20,Noise - Helicopter
12/15/2019,105,Noise
12/15/2019,216,Noise - Street/Sidewalk
12/15/2019,4,Noise - Park
12/15/2019,5,Noise - House of Worship
12/15/2019,900,Noise - Residential
12/15/2019,116,Noise - Vehicle
12/14/2019,105,Noise - Vehicle
12/14/2019,881,Noise - Residential
12/14/2019,2,Noise - House of Worship
12/14/2019,192,Noise - Commercial
12/14/2019,124,Noise - Street/Sidewalk
12/14/2019,94,Noise
12/14/2019,1,Noise - Helicopter
12/14/2019,2,Noise - Park
12/13/2019,81,Noise - Vehicle
12/13/2019,571,Noise - Residential
12/13/2019,1,Noise - House of Worship
12/13/2019,92,Noise - Commercial
12/13/2019,1,Noise - Park
12/13/2019,61,Noise - Street/Sidewalk
12/13/2019,90,Noise
12/13/2019,7,Noise - Helicopter
12/12/2019,8,Noise - House of Worship
12/12/2019,112,Noise - Commercial
12/12/2019,1,Noise - Park
12/12/2019,66,Noise - Street/Sidewalk
12/12/2019,28,Noise - Helicopter
12/12/2019,137,Noise
12/12/2019,69,Noise - Vehicle
12/12/2019,444,Noise - Residential
12/11/2019,62,Noise - Vehicle
12/11/2019,433,Noise - Residential
12/11/2019,1,Noise - House of Worship
12/11/2019,83,Noise - Commercial
12/11/2019,28,Noise - Helicopter
12/11/2019,106,Noise
12/11/2019,65,Noise - Street/Sidewalk
12/11/2019,2,Noise - Park
12/10/2019,87,Noise - Vehicle
12/10/2019,364,Noise - Residential
12/10/2019,1,Noise - House of Worship
12/10/2019,65,Noise - Commercial
12/10/2019,3,Noise - Park
12/10/2019,70,Noise - Street/Sidewalk
12/10/2019,123,Noise
12/10/2019,11,Noise - Helicopter
12/9/2019,91,Noise - Vehicle
12/9/2019,406,Noise - Residential
12/9/2019,46,Noise - Commercial
12/9/2019,1,Noise - Park
12/9/2019,84,Noise
12/9/2019,3,Noise - Helicopter
12/9/2019,49,Noise - Street/Sidewalk
12/8/2019,1,Noise - House of Worship
12/8/2019,137,Noise - Commercial
12/8/2019,3,Noise - Park
12/8/2019,61,Noise - Helicopter
12/8/2019,74,Noise
12/8/2019,135,Noise - Street/Sidewalk
12/8/2019,85,Noise - Vehicle
12/8/2019,874,Noise - Residential
12/7/2019,105,Noise - Street/Sidewalk
12/7/2019,106,Noise
12/7/2019,53,Noise - Helicopter
12/7/2019,6,Noise - Park
12/7/2019,174,Noise - Commercial
12/7/2019,914,Noise - Residential
12/7/2019,86,Noise - Vehicle
12/6/2019,109,Noise - Street/Sidewalk
12/6/2019,24,Noise - Helicopter
12/6/2019,108,Noise
12/6/2019,1,Noise - Park
12/6/2019,110,Noise - Commercial
12/6/2019,1,Noise - House of Worship
12/6/2019,525,Noise - Residential
12/6/2019,62,Noise - Vehicle
12/5/2019,392,Noise - Residential
12/5/2019,59,Noise - Vehicle
12/5/2019,99,Noise - Commercial
12/5/2019,71,Noise - Street/Sidewalk
12/5/2019,120,Noise
12/5/2019,29,Noise - Helicopter
12/5/2019,2,Noise - Park
12/4/2019,393,Noise - Residential
12/4/2019,50,Noise - Vehicle
12/4/2019,64,Noise - Commercial
12/4/2019,72,Noise - Street/Sidewalk
12/4/2019,124,Noise
12/4/2019,12,Noise - Helicopter
12/4/2019,1,Noise - House of Worship
12/3/2019,348,Noise - Residential
12/3/2019,72,Noise - Vehicle
12/3/2019,1,Noise - Park
12/3/2019,38,Noise - Street/Sidewalk
12/3/2019,14,Noise - Helicopter
12/3/2019,101,Noise
12/3/2019,48,Noise - Commercial
12/2/2019,49,Noise - Commercial
12/2/2019,1,Noise - Park
12/2/2019,66,Noise
12/2/2019,2,Noise - Helicopter
12/2/2019,25,Noise - Street/Sidewalk
12/2/2019,409,Noise - Residential
12/2/2019,54,Noise - Vehicle
12/1/2019,40,Noise - Vehicle
12/1/2019,779,Noise - Residential
12/1/2019,1,Noise - House of Worship
12/1/2019,74,Noise - Street/Sidewalk
12/1/2019,6,Noise - Helicopter
12/1/2019,36,Noise
12/1/2019,2,Noise - Park
12/1/2019,103,Noise - Commercial
11/30/2019,55,Noise - Vehicle
11/30/2019,745,Noise - Residential
11/30/2019,2,Noise - Park
11/30/2019,89,Noise
11/30/2019,54,Noise - Helicopter
11/30/2019,93,Noise - Street/Sidewalk
11/30/2019,123,Noise - Commercial
11/29/2019,3,Noise - Park
11/29/2019,44,Noise
11/29/2019,23,Noise - Helicopter
11/29/2019,63,Noise - Street/Sidewalk
11/29/2019,61,Noise - Commercial
11/29/2019,1,Noise - House of Worship
11/29/2019,692,Noise - Residential
11/29/2019,51,Noise - Vehicle
11/28/2019,815,Noise - Residential
11/28/2019,59,Noise - Vehicle
11/28/2019,50,Noise - Commercial
11/28/2019,2,Noise - Park
11/28/2019,80,Noise
11/28/2019,7,Noise - Helicopter
11/28/2019,77,Noise - Street/Sidewalk
11/28/2019,1,Noise - House of Worship
11/27/2019,76,Noise - Commercial
11/27/2019,115,Noise - Street/Sidewalk
11/27/2019,103,Noise
11/27/2019,29,Noise - Helicopter
11/27/2019,5,Noise - Park
11/27/2019,485,Noise - Residential
11/27/2019,82,Noise - Vehicle
11/26/2019,97,Noise - Vehicle
11/26/2019,413,Noise - Residential
11/26/2019,132,Noise - Street/Sidewalk
11/26/2019,130,Noise
11/26/2019,25,Noise - Helicopter
11/26/2019,2,Noise - Park
11/26/2019,61,Noise - Commercial
11/25/2019,92,Noise - Vehicle
11/25/2019,394,Noise - Residential
11/25/2019,59,Noise - Commercial
11/25/2019,2,Noise - Park
11/25/2019,114,Noise
11/25/2019,20,Noise - Helicopter
11/25/2019,108,Noise - Street/Sidewalk
11/24/2019,3,Noise - House of Worship
11/24/2019,127,Noise - Commercial
11/24/2019,1,Noise - Helicopter
11/24/2019,49,Noise
11/24/2019,76,Noise - Street/Sidewalk
11/24/2019,1,Noise - Park
11/24/2019,71,Noise - Vehicle
11/24/2019,831,Noise - Residential
11/23/2019,2,Noise - House of Worship
11/23/2019,143,Noise - Street/Sidewalk
11/23/2019,136,Noise
11/23/2019,25,Noise - Helicopter
11/23/2019,7,Noise - Park
11/23/2019,150,Noise - Commercial
11/23/2019,73,Noise - Vehicle
11/23/2019,893,Noise - Residential
11/22/2019,1,Noise - House of Worship
11/22/2019,104,Noise - Commercial
11/22/2019,1,Noise - Park
11/22/2019,22,Noise - Helicopter
11/22/2019,142,Noise
11/22/2019,87,Noise - Street/Sidewalk
11/22/2019,65,Noise - Vehicle
11/22/2019,517,Noise - Residential
11/21/2019,112,Noise - Street/Sidewalk
11/21/2019,12,Noise - Helicopter
11/21/2019,146,Noise
11/21/2019,2,Noise - Park
11/21/2019,86,Noise - Commercial
11/21/2019,75,Noise - Vehicle
11/21/2019,394,Noise - Residential
11/20/2019,75,Noise - Commercial
11/20/2019,68,Noise - Street/Sidewalk
11/20/2019,3,Noise - Helicopter
11/20/2019,160,Noise
11/20/2019,3,Noise - Park
11/20/2019,334,Noise - Residential
11/20/2019,60,Noise - Vehicle
11/19/2019,66,Noise - Vehicle
11/19/2019,340,Noise - Residential
11/19/2019,1,Noise - House of Worship
11/19/2019,93,Noise - Street/Sidewalk
11/19/2019,162,Noise
11/19/2019,2,Noise - Helicopter
11/19/2019,2,Noise - Park
11/19/2019,60,Noise - Commercial
11/18/2019,1,Noise - House of Worship
11/18/2019,108,Noise
11/18/2019,55,Noise - Street/Sidewalk
11/18/2019,1,Noise - Park
11/18/2019,52,Noise - Commercial
11/18/2019,73,Noise - Vehicle
11/18/2019,400,Noise - Residential
11/17/2019,753,Noise - Residential
11/17/2019,79,Noise - Vehicle
11/17/2019,3,Noise - Park
11/17/2019,99,Noise - Street/Sidewalk
11/17/2019,80,Noise
11/17/2019,25,Noise - Helicopter
11/17/2019,148,Noise - Commercial
11/17/2019,5,Noise - House of Worship
11/16/2019,868,Noise - Residential
11/16/2019,84,Noise - Vehicle
11/16/2019,177,Noise - Commercial
11/16/2019,138,Noise
11/16/2019,14,Noise - Helicopter
11/16/2019,127,Noise - Street/Sidewalk
11/16/2019,2,Noise - Park
11/16/2019,1,Noise - House of Worship
11/15/2019,81,Noise - Vehicle
11/15/2019,475,Noise - Residential
11/15/2019,1,Noise - House of Worship
11/15/2019,3,Noise - Park
11/15/2019,162,Noise - Street/Sidewalk
11/15/2019,11,Noise - Helicopter
11/15/2019,137,Noise
11/15/2019,113,Noise - Commercial
11/14/2019,62,Noise - Vehicle
11/14/2019,429,Noise - Residential
11/14/2019,1,Noise - House of Worship
11/14/2019,2,Noise - Park
11/14/2019,6,Noise - Helicopter
11/14/2019,177,Noise
11/14/2019,72,Noise - Street/Sidewalk
11/14/2019,85,Noise - Commercial
11/13/2019,56,Noise - Commercial
11/13/2019,10,Noise - Helicopter
11/13/2019,126,Noise
11/13/2019,45,Noise - Street/Sidewalk
11/13/2019,1,Noise - Park
11/13/2019,1,Noise - House of Worship
11/13/2019,385,Noise - Residential
11/13/2019,61,Noise - Vehicle
11/12/2019,382,Noise - Residential
11/12/2019,72,Noise - Vehicle
11/12/2019,62,Noise - Street/Sidewalk
11/12/2019,150,Noise
11/12/2019,3,Noise - Helicopter
11/12/2019,1,Noise - Park
11/12/2019,67,Noise - Commercial
11/12/2019,1,Noise - House of Worship
11/11/2019,4,Noise - Park
11/11/2019,136,Noise
11/11/2019,176,Noise - Street/Sidewalk
11/11/2019,96,Noise - Commercial
11/11/2019,1,Noise - House of Worship
11/11/2019,480,Noise - Residential
11/11/2019,105,Noise - Vehicle
11/10/2019,856,Noise - Residential
11/10/2019,93,Noise - Vehicle
11/10/2019,167,Noise - Commercial
11/10/2019,5,Noise - Park
11/10/2019,104,Noise
11/10/2019,151,Noise - Street/Sidewalk
11/10/2019,3,Noise - House of Worship
11/9/2019,73,Noise - Vehicle
11/9/2019,852,Noise - Residential
11/9/2019,1,Noise - House of Worship
11/9/2019,97,Noise - Street/Sidewalk
11/9/2019,15,Noise - Helicopter
11/9/2019,162,Noise
11/9/2019,4,Noise - Park
11/9/2019,159,Noise - Commercial
11/8/2019,1,Noise - Park
11/8/2019,17,Noise - Helicopter
11/8/2019,127,Noise
11/8/2019,89,Noise - Street/Sidewalk
11/8/2019,86,Noise - Commercial
11/8/2019,510,Noise - Residential
11/8/2019,81,Noise - Vehicle
11/7/2019,396,Noise - Residential
11/7/2019,61,Noise - Vehicle
11/7/2019,83,Noise - Commercial
11/7/2019,2,Noise - Park
11/7/2019,7,Noise - Helicopter
11/7/2019,157,Noise
11/7/2019,127,Noise - Street/Sidewalk
11/7/2019,2,Noise - House of Worship
11/6/2019,87,Noise - Vehicle
11/6/2019,403,Noise - Residential
11/6/2019,1,Noise - House of Worship
11/6/2019,62,Noise - Commercial
11/6/2019,11,Noise - Helicopter
11/6/2019,148,Noise
11/6/2019,194,Noise - Street/Sidewalk
11/6/2019,1,Noise - Park
11/5/2019,113,Noise - Vehicle
11/5/2019,415,Noise - Residential
11/5/2019,178,Noise - Street/Sidewalk
11/5/2019,5,Noise - Helicopter
11/5/2019,179,Noise
11/5/2019,2,Noise - Park
11/5/2019,57,Noise - Commercial
11/4/2019,412,Noise - Residential
11/4/2019,53,Noise - Vehicle
11/4/2019,53,Noise - Commercial
11/4/2019,15,Noise - Helicopter
11/4/2019,163,Noise
11/4/2019,147,Noise - Street/Sidewalk
11/4/2019,3,Noise - Park
11/3/2019,5,Noise - Park
11/3/2019,113,Noise
11/3/2019,41,Noise - Helicopter
11/3/2019,280,Noise - Street/Sidewalk
11/3/2019,169,Noise - Commercial
11/3/2019,933,Noise - Residential
11/3/2019,102,Noise - Vehicle
11/2/2019,79,Noise - Vehicle
11/2/2019,1154,Noise - Residential
11/2/2019,3,Noise - House of Worship
11/2/2019,180,Noise - Commercial
11/2/2019,234,Noise - Street/Sidewalk
11/2/2019,38,Noise - Helicopter
11/2/2019,179,Noise
11/2/2019,11,Noise - Park
11/1/2019,152,Noise - Commercial
11/1/2019,219,Noise - Street/Sidewalk
11/1/2019,151,Noise
11/1/2019,9,Noise - Helicopter
11/1/2019,3,Noise - Park
11/1/2019,622,Noise - Residential
11/1/2019,86,Noise - Vehicle
10/31/2019,119,Noise - Vehicle
10/31/2019,526,Noise - Residential
10/31/2019,1,Noise - House of Worship
10/31/2019,142,Noise - Commercial
10/31/2019,4,Noise - Park
10/31/2019,142,Noise
10/31/2019,1,Noise - Helicopter
10/31/2019,175,Noise - Street/Sidewalk
10/30/2019,88,Noise - Vehicle
10/30/2019,430,Noise - Residential
10/30/2019,1,Noise - House of Worship
10/30/2019,142,Noise - Street/Sidewalk
10/30/2019,196,Noise
10/30/2019,4,Noise - Park
10/30/2019,101,Noise - Commercial
10/29/2019,86,Noise - Commercial
10/29/2019,132,Noise - Street/Sidewalk
10/29/2019,1,Noise - Helicopter
10/29/2019,181,Noise
10/29/2019,3,Noise - Park
10/29/2019,100,Noise - Vehicle
10/29/2019,486,Noise - Residential
10/28/2019,192,Noise - Street/Sidewalk
10/28/2019,217,Noise
10/28/2019,31,Noise - Helicopter
10/28/2019,8,Noise - Park
10/28/2019,76,Noise - Commercial
10/28/2019,1,Noise - House of Worship
10/28/2019,461,Noise - Residential
10/28/2019,100,Noise - Vehicle
10/27/2019,1248,Noise - Residential
10/27/2019,138,Noise - Vehicle
10/27/2019,229,Noise - Commercial
10/27/2019,6,Noise - Park
10/27/2019,99,Noise
10/27/2019,4,Noise - Helicopter
10/27/2019,274,Noise - Street/Sidewalk
10/27/2019,2,Noise - House of Worship
10/26/2019,6,Noise - House of Worship
10/26/2019,39,Noise - Helicopter
10/26/2019,167,Noise
10/26/2019,528,Noise - Street/Sidewalk
10/26/2019,7,Noise - Park
10/26/2019,277,Noise - Commercial
10/26/2019,190,Noise - Vehicle
10/26/2019,1273,Noise - Residential
10/25/2019,327,Noise - Street/Sidewalk
10/25/2019,159,Noise
10/25/2019,39,Noise - Helicopter
10/25/2019,15,Collection Truck Noise
10/25/2019,15,Noise - Park
10/25/2019,157,Noise - Commercial
10/25/2019,4,Noise - House of Worship
10/25/2019,711,Noise - Residential
10/25/2019,149,Noise - Vehicle
10/24/2019,100,Noise - Commercial
10/24/2019,8,Noise - Park
10/24/2019,212,Noise - Street/Sidewalk
10/24/2019,188,Noise
10/24/2019,18,Noise - Helicopter
10/24/2019,2,Noise - House of Worship
10/24/2019,475,Noise - Residential
10/24/2019,124,Noise - Vehicle
10/23/2019,422,Noise - Residential
10/23/2019,104,Noise - Vehicle
10/23/2019,2,Noise - Park
10/23/2019,215,Noise - Street/Sidewalk
10/23/2019,153,Noise
10/23/2019,18,Noise - Helicopter
10/23/2019,82,Noise - Commercial
10/23/2019,1,Noise - House of Worship
10/22/2019,68,Noise - Vehicle
10/22/2019,429,Noise - Residential
10/22/2019,3,Noise - House of Worship
10/22/2019,181,Noise
10/22/2019,3,Noise - Helicopter
10/22/2019,110,Noise - Street/Sidewalk
10/22/2019,3,Noise - Park
10/22/2019,64,Noise - Commercial
10/21/2019,107,Noise - Vehicle
10/21/2019,504,Noise - Residential
10/21/2019,1,Noise - House of Worship
10/21/2019,145,Noise
10/21/2019,24,Noise - Helicopter
10/21/2019,240,Noise - Street/Sidewalk
10/21/2019,5,Noise - Park
10/21/2019,80,Noise - Commercial
10/20/2019,102,Noise - Vehicle
10/20/2019,1033,Noise - Residential
10/20/2019,3,Noise - House of Worship
10/20/2019,2,Noise - Park
10/20/2019,73,Noise
10/20/2019,14,Noise - Helicopter
10/20/2019,247,Noise - Street/Sidewalk
10/20/2019,162,Noise - Commercial
10/19/2019,214,Noise - Commercial
10/19/2019,10,Noise - Park
10/19/2019,395,Noise - Street/Sidewalk
10/19/2019,185,Noise
10/19/2019,22,Noise - Helicopter
10/19/2019,1025,Noise - Residential
10/19/2019,142,Noise - Vehicle
10/18/2019,116,Noise - Commercial
10/18/2019,155,Noise
10/18/2019,38,Noise - Helicopter
10/18/2019,208,Noise - Street/Sidewalk
10/18/2019,3,Noise - Park
10/18/2019,3,Noise - House of Worship
10/18/2019,571,Noise - Residential
10/18/2019,118,Noise - Vehicle
10/17/2019,2,Noise - Park
10/17/2019,118,Noise - Street/Sidewalk
10/17/2019,119,Noise
10/17/2019,70,Noise - Commercial
10/17/2019,8,Noise - House of Worship
10/17/2019,403,Noise - Residential
10/17/2019,86,Noise - Vehicle
10/16/2019,89,Noise - Vehicle
